R_m,A,outcome,P,T,E,E2,how_P,E_over_Eb_at_pulse_end_P,impacts_in_pulse_P,N_min_P,max_H_over_N_P,contact_label
2.0,2.83,S,S,S,S,S,energy after landing,0.749775013645,0,0.903241873,0.288561049,within contact bounds
2.0,2.84,S,S,S,S,S,energy after landing,0.751899223297,0,0.903199478,0.289002556,within contact bounds
2.0,2.85,S,S,S,S,S,energy after landing,0.754019311310,0,0.903157603,0.289443693,within contact bounds
2.0,2.86,S,S,S,S,S,energy after landing,0.756135276313,0,0.903116016,0.289884048,within contact bounds
2.0,2.87,S,S,S,S,S,energy after landing,0.758247116928,0,0.903075178,0.290325030,within contact bounds
2.0,2.88,S,S,S,S,S,energy after landing,0.760354831777,0,0.903034951,0.290765721,within contact bounds
2.0,2.89,S,S,S,S,S,energy after landing,0.762458419478,0,0.902995209,0.291206050,within contact bounds
2.0,2.90,S,S,S,S,S,energy after landing,0.764557878645,0,0.902955837,0.291646019,within contact bounds
2.0,2.91,S,S,S,S,S,energy after landing,0.766653207887,0,0.902917107,0.292085271,within contact bounds
2.0,2.92,S,S,S,S,S,energy after landing,0.768744405814,0,0.902879035,0.292524779,within contact bounds
2.0,2.93,S,S,S,S,S,energy after landing,0.770831471029,0,0.902841385,0.292964317,within contact bounds
2.0,2.94,S,S,S,S,S,energy after landing,0.772914402135,0,0.902804156,0.293403503,within contact bounds
2.0,2.95,S,S,S,S,S,energy after landing,0.774993197732,0,0.902767533,0.293842338,within contact bounds
2.0,2.96,S,S,S,S,S,energy after landing,0.777067856416,0,0.902731651,0.294280551,within contact bounds
2.0,2.97,S,S,S,S,S,energy after landing,0.779138376781,0,0.902696051,0.294718534,within contact bounds
2.0,2.98,S,S,S,S,S,energy after landing,0.781204757420,0,0.902660951,0.295156881,within contact bounds
2.0,2.99,S,S,S,S,S,energy after landing,0.783266996923,0,0.902626455,0.295594955,within contact bounds
2.0,3.00,S,S,S,S,S,energy after landing,0.785325093876,0,0.902592562,0.296032687,within contact bounds
2.0,3.01,S,S,S,S,S,energy after landing,0.787379046867,0,0.902559126,0.296469922,within contact bounds
2.0,3.02,S,S,S,S,S,energy after landing,0.789428854477,0,0.902526141,0.296906823,within contact bounds
2.0,3.03,S,S,S,S,S,energy after landing,0.791474515290,0,0.902493758,0.297343445,within contact bounds
2.0,3.04,S,S,S,S,S,energy after landing,0.793516027886,0,0.902461975,0.297780436,within contact bounds
2.0,3.05,S,S,S,S,S,energy after landing,0.795553390842,0,0.902430658,0.298217093,within contact bounds
2.0,3.06,S,S,S,S,S,energy after landing,0.797586602736,0,0.902399646,0.298653410,within contact bounds
2.0,3.07,S,S,S,S,S,energy after landing,0.799615662143,0,0.902369361,0.299089255,within contact bounds
2.0,3.08,S,S,S,S,S,energy after landing,0.801640567637,0,0.902339674,0.299524773,within contact bounds
2.0,3.09,S,S,S,S,S,energy after landing,0.803661317791,0,0.902310265,0.299959966,within contact bounds
2.0,3.10,S,S,S,S,S,energy after landing,0.805677911177,0,0.902281376,0.300395574,ideal no-slip/no-flight constraint result
2.0,3.11,S,S,S,S,S,energy after landing,0.807690346363,0,0.902253084,0.300830860,ideal no-slip/no-flight constraint result
2.0,3.12,S,S,S,S,S,energy after landing,0.809698621921,0,0.902225437,0.301265843,ideal no-slip/no-flight constraint result
2.0,3.13,S,S,S,S,S,energy after landing,0.811702736417,0,0.902198025,0.301700338,ideal no-slip/no-flight constraint result
2.0,3.14,S,S,S,S,S,energy after landing,0.813702688420,0,0.902171206,0.302134515,ideal no-slip/no-flight constraint result
2.0,3.15,S,S,S,S,S,energy after landing,0.815698476495,0,0.902144982,0.302568374,ideal no-slip/no-flight constraint result
2.0,3.16,S,S,S,S,S,energy after landing,0.817690099208,0,0.902119352,0.303002407,ideal no-slip/no-flight constraint result
2.0,3.17,S,S,S,S,S,energy after landing,0.819677555124,0,0.902093918,0.303436361,ideal no-slip/no-flight constraint result
2.0,3.18,S,S,S,S,S,energy after landing,0.821660842807,0,0.902069089,0.303870086,ideal no-slip/no-flight constraint result
2.0,3.19,S,S,S,S,S,energy after landing,0.823639960820,0,0.902044919,0.304303270,ideal no-slip/no-flight constraint result
2.0,3.20,S,S,S,S,S,energy after landing,0.825614907726,0,0.902021061,0.304736143,ideal no-slip/no-flight constraint result
2.0,3.21,S,S,S,S,S,energy after landing,0.827585682089,0,0.901997654,0.305168708,ideal no-slip/no-flight constraint result
2.0,3.22,S,S,S,S,S,energy after landing,0.829552282469,0,0.901974836,0.305601027,ideal no-slip/no-flight constraint result
2.0,3.23,S,S,S,S,S,energy after landing,0.831514707429,0,0.901952607,0.306033685,ideal no-slip/no-flight constraint result
2.0,3.24,S,S,S,S,S,energy after landing,0.833472955529,0,0.901930651,0.306466225,ideal no-slip/no-flight constraint result
2.0,3.25,S,S,S,S,S,energy after landing,0.835427025331,0,0.901909270,0.306898133,ideal no-slip/no-flight constraint result
2.0,3.26,S,S,S,S,S,energy after landing,0.837376915396,0,0.901888477,0.307329738,ideal no-slip/no-flight constraint result
2.0,3.27,S,S,S,S,S,energy after landing,0.839322624285,0,0.901868117,0.307761043,ideal no-slip/no-flight constraint result
2.0,3.28,S,S,S,S,S,energy after landing,0.841264150557,0,0.901848063,0.308192049,ideal no-slip/no-flight constraint result
2.0,3.29,S,S,S,S,S,energy after landing,0.843201492774,0,0.901828593,0.308622907,ideal no-slip/no-flight constraint result
2.0,3.30,S,S,S,S,S,energy after landing,0.845134649495,0,0.901809764,0.309054331,ideal no-slip/no-flight constraint result
2.0,3.31,S,S,S,S,S,energy after landing,0.847063619282,0,0.901791124,0.309484995,ideal no-slip/no-flight constraint result
2.0,3.32,S,S,S,S,S,energy after landing,0.848988400694,0,0.901773067,0.309915365,ideal no-slip/no-flight constraint result
2.0,3.33,S,S,S,S,S,energy after landing,0.850908992294,0,0.901755593,0.310345441,ideal no-slip/no-flight constraint result
2.0,3.34,S,S,S,S,S,energy after landing,0.852825392640,0,0.901738519,0.310775226,ideal no-slip/no-flight constraint result
2.0,3.35,S,S,S,S,S,energy after landing,0.854737600295,0,0.901721757,0.311204720,ideal no-slip/no-flight constraint result
2.0,3.36,S,S,S,S,S,energy after landing,0.856645613820,0,0.901705576,0.311633965,ideal no-slip/no-flight constraint result
2.0,3.37,S,S,S,S,S,energy after landing,0.858549431776,0,0.901689953,0.312063913,ideal no-slip/no-flight constraint result
2.0,3.38,S,S,S,S,S,energy after landing,0.860449052725,0,0.901674580,0.312493077,ideal no-slip/no-flight constraint result
2.0,3.39,S,S,S,S,S,energy after landing,0.862344475230,0,0.901659786,0.312921954,ideal no-slip/no-flight constraint result
2.0,3.40,S,S,S,S,S,energy after landing,0.864235697853,0,0.901645569,0.313350547,ideal no-slip/no-flight constraint result
2.0,3.41,S,S,S,S,S,energy after landing,0.866122719157,0,0.901631555,0.313778855,ideal no-slip/no-flight constraint result
2.0,3.42,S,S,S,S,S,energy after landing,0.868005537706,0,0.901618024,0.314206881,ideal no-slip/no-flight constraint result
2.0,3.43,S,S,S,S,S,energy after landing,0.869884152064,0,0.901605070,0.314634625,ideal no-slip/no-flight constraint result
2.0,3.44,S,S,S,S,S,energy after landing,0.871758560795,0,0.901592461,0.315062917,ideal no-slip/no-flight constraint result
2.0,3.45,S,S,S,S,S,energy after landing,0.873628762464,0,0.901580292,0.315490623,ideal no-slip/no-flight constraint result
2.0,3.46,S,S,S,S,S,energy after landing,0.875494755638,0,0.901568697,0.315918050,ideal no-slip/no-flight constraint result
2.0,3.47,S,S,S,S,S,energy after landing,0.877356538883,0,0.901557413,0.316345200,ideal no-slip/no-flight constraint result
2.0,3.48,S,S,S,S,S,energy after landing,0.879214110766,0,0.901546478,0.316772074,ideal no-slip/no-flight constraint result
2.0,3.49,S,S,S,S,S,energy after landing,0.881067469855,0,0.901536115,0.317198672,ideal no-slip/no-flight constraint result
2.0,3.50,S,S,S,S,S,energy after landing,0.882916614718,0,0.901526260,0.317624996,ideal no-slip/no-flight constraint result
2.0,3.51,S,S,S,S,S,energy after landing,0.884761543925,0,0.901516524,0.318051479,ideal no-slip/no-flight constraint result
2.0,3.52,S,S,S,S,S,energy after landing,0.886602256045,0,0.901507494,0.318477766,ideal no-slip/no-flight constraint result
2.0,3.53,S,S,S,S,S,energy after landing,0.888438749650,0,0.901498734,0.318903782,ideal no-slip/no-flight constraint result
2.0,3.54,S,S,S,S,S,energy after landing,0.890271023311,0,0.901490337,0.319329528,ideal no-slip/no-flight constraint result
2.0,3.55,S,S,S,S,S,energy after landing,0.892099075601,0,0.901482507,0.319755005,ideal no-slip/no-flight constraint result
2.0,3.56,S,S,S,S,S,energy after landing,0.893922905094,0,0.901475062,0.320180213,ideal no-slip/no-flight constraint result
2.0,3.57,S,S,S,S,S,energy after landing,0.895742510363,0,0.901467850,0.320605154,ideal no-slip/no-flight constraint result
2.0,3.58,S,S,S,S,S,energy after landing,0.897557889984,0,0.901461202,0.321029829,ideal no-slip/no-flight constraint result
2.0,3.59,S,S,S,S,S,energy after landing,0.899369042534,0,0.901454888,0.321454624,ideal no-slip/no-flight constraint result
2.0,3.60,S,S,S,S,S,energy after landing,0.901175966590,0,0.901448970,0.321879265,ideal no-slip/no-flight constraint result
2.0,3.61,S,S,S,S,S,energy after landing,0.902978660730,0,0.901443614,0.322303642,ideal no-slip/no-flight constraint result
2.0,3.62,S,S,S,S,S,energy after landing,0.904777123534,0,0.901438355,0.322727757,ideal no-slip/no-flight constraint result
2.0,3.63,S,S,S,S,S,energy after landing,0.906571353581,0,0.901433588,0.323151610,ideal no-slip/no-flight constraint result
2.0,3.64,S,S,S,S,S,energy after landing,0.908361349454,0,0.901429380,0.323575203,ideal no-slip/no-flight constraint result
2.0,3.65,S,S,S,S,S,energy after landing,0.910147109736,0,0.901425255,0.323998535,ideal no-slip/no-flight constraint result
2.0,3.66,S,S,S,S,S,energy after landing,0.911928633009,0,0.901421621,0.324421609,ideal no-slip/no-flight constraint result
2.0,3.67,S,S,S,S,S,energy after landing,0.913705917859,0,0.901418411,0.324844599,ideal no-slip/no-flight constraint result
2.0,3.68,S,S,S,S,S,energy after landing,0.915478962871,0,0.901415471,0.325267641,ideal no-slip/no-flight constraint result
2.0,3.69,S,S,S,S,S,energy after landing,0.917247766634,0,0.901413086,0.325690427,ideal no-slip/no-flight constraint result
2.0,3.70,S,S,S,S,S,energy after landing,0.919012327735,0,0.901410796,0.326112957,ideal no-slip/no-flight constraint result
2.0,3.71,S,S,S,S,S,energy after landing,0.920772644765,0,0.901408956,0.326535233,ideal no-slip/no-flight constraint result
2.0,3.72,S,S,S,S,S,energy after landing,0.922528716313,0,0.901407640,0.326957255,ideal no-slip/no-flight constraint result
2.0,3.73,S,S,S,S,S,energy after landing,0.924280540973,0,0.901406331,0.327379024,ideal no-slip/no-flight constraint result
2.0,3.74,S,S,S,S,S,energy after landing,0.926028117337,0,0.901405571,0.327800541,ideal no-slip/no-flight constraint result
2.0,3.75,S,S,S,S,S,energy after landing,0.927771444000,0,0.901405061,0.328221610,ideal no-slip/no-flight constraint result
2.0,3.76,S,S,S,S,S,energy after landing,0.929510519559,0,0.901404960,0.328643098,ideal no-slip/no-flight constraint result
2.0,3.77,S,S,S,S,S,energy after landing,0.931245342611,0,0.901405185,0.329064336,ideal no-slip/no-flight constraint result
2.0,3.78,S,S,S,S,S,energy after landing,0.932975911754,0,0.901405585,0.329485325,ideal no-slip/no-flight constraint result
2.0,3.79,S,S,S,S,S,energy after landing,0.934702225588,0,0.901406529,0.329906067,ideal no-slip/no-flight constraint result
2.0,3.80,S,S,S,S,S,energy after landing,0.936424282716,0,0.901407533,0.330326562,ideal no-slip/no-flight constraint result
2.0,3.81,S,S,S,S,S,energy after landing,0.938142081739,0,0.901408960,0.330746810,ideal no-slip/no-flight constraint result
2.0,3.82,S,S,S,S,S,energy after landing,0.939855621261,0,0.901410743,0.331166813,ideal no-slip/no-flight constraint result
2.0,3.83,S,S,S,S,S,energy after landing,0.941564899889,0,0.901412638,0.331586571,ideal no-slip/no-flight constraint result
2.0,3.84,S,S,S,S,S,energy after landing,0.943269916230,0,0.901414993,0.332005820,ideal no-slip/no-flight constraint result
2.0,3.85,S,S,S,S,S,energy after landing,0.944970668892,0,0.901417497,0.332425552,ideal no-slip/no-flight constraint result
2.0,3.86,S,S,S,S,S,energy after landing,0.946667156484,0,0.901420485,0.332845042,ideal no-slip/no-flight constraint result
2.0,3.87,S,S,S,S,S,energy after landing,0.948359377619,0,0.901423428,0.333264289,ideal no-slip/no-flight constraint result
2.0,3.88,S,S,S,S,S,energy after landing,0.950047330908,0,0.901426905,0.333683296,ideal no-slip/no-flight constraint result
2.0,3.89,S,S,S,S,S,energy after landing,0.951731014968,0,0.901430428,0.334102063,ideal no-slip/no-flight constraint result
2.0,3.90,S,S,S,S,S,energy after landing,0.953410428412,0,0.901434324,0.334520591,ideal no-slip/no-flight constraint result
2.0,3.91,S,S,S,S,S,energy after landing,0.955085569860,0,0.901438433,0.334938880,ideal no-slip/no-flight constraint result
2.0,3.92,S,S,S,S,S,energy after landing,0.956756437929,0,0.901442733,0.335356931,ideal no-slip/no-flight constraint result
2.0,3.93,S,S,S,S,S,energy after landing,0.958423031240,0,0.901447287,0.335774242,ideal no-slip/no-flight constraint result
2.0,3.94,S,S,S,S,S,energy after landing,0.960085348416,0,0.901452144,0.336192269,ideal no-slip/no-flight constraint result
2.0,3.95,S,S,S,S,S,energy after landing,0.961743388079,0,0.901457082,0.336610061,ideal no-slip/no-flight constraint result
2.0,3.96,S,S,S,S,S,energy after landing,0.963397148856,0,0.901462312,0.337027618,ideal no-slip/no-flight constraint result
2.0,3.97,S,S,S,S,S,energy after landing,0.965046629372,0,0.901467695,0.337444941,ideal no-slip/no-flight constraint result
2.0,3.98,S,S,S,S,S,energy after landing,0.966691828255,0,0.901473281,0.337862030,ideal no-slip/no-flight constraint result
2.0,3.99,S,S,S,S,S,energy after landing,0.968332744137,0,0.901479060,0.338278887,ideal no-slip/no-flight constraint result
2.0,4.00,S,S,S,S,S,energy after landing,0.969969375649,0,0.901484985,0.338695511,ideal no-slip/no-flight constraint result
2.0,4.01,S,S,S,S,S,energy after landing,0.971601721423,0,0.901491110,0.339111905,ideal no-slip/no-flight constraint result
2.0,4.02,S,S,S,S,S,energy after landing,0.973229780094,0,0.901497355,0.339528067,ideal no-slip/no-flight constraint result
2.0,4.03,S,S,S,S,S,energy after landing,0.974853550300,0,0.901503729,0.339943531,ideal no-slip/no-flight constraint result
2.0,4.04,S,S,S,S,S,energy after landing,0.976473030677,0,0.901510442,0.340359673,ideal no-slip/no-flight constraint result
2.0,4.05,S,S,S,S,S,energy after landing,0.978088219867,0,0.901516960,0.340775587,ideal no-slip/no-flight constraint result
2.0,4.06,S,S,S,S,S,energy after landing,0.979699116509,0,0.901523887,0.341191273,ideal no-slip/no-flight constraint result
2.0,4.07,S,S,S,S,S,energy after landing,0.981305719248,0,0.901530678,0.341606732,ideal no-slip/no-flight constraint result
2.0,4.08,S,S,S,S,S,energy after landing,0.982908026729,0,0.901537770,0.342021965,ideal no-slip/no-flight constraint result
2.0,4.09,S,S,S,S,S,energy after landing,0.984506037597,0,0.901544816,0.342436971,ideal no-slip/no-flight constraint result
2.0,4.10,S,S,S,S,S,energy after landing,0.986099750501,0,0.901552021,0.342851752,ideal no-slip/no-flight constraint result
2.0,4.11,S,S,S,S,S,energy after landing,0.987689164091,0,0.901559303,0.343266309,ideal no-slip/no-flight constraint result
2.0,4.12,S,S,S,S,S,energy after landing,0.989274277018,0,0.901566570,0.343680642,ideal no-slip/no-flight constraint result
2.0,4.13,S,S,S,S,S,energy after landing,0.990855087937,0,0.901573987,0.344094142,ideal no-slip/no-flight constraint result
2.0,4.14,S,S,S,S,S,energy after landing,0.992431595501,0,0.901581403,0.344508454,ideal no-slip/no-flight constraint result
2.0,4.15,S,S,S,S,S,energy after landing,0.994003798369,0,0.901588796,0.344922548,ideal no-slip/no-flight constraint result
2.0,4.16,S,S,S,S,S,energy after landing,0.995571695198,0,0.901596398,0.345336421,ideal no-slip/no-flight constraint result
2.0,4.17,S,S,S,S,S,energy after landing,0.997135284649,0,0.901603717,0.345750073,ideal no-slip/no-flight constraint result
2.0,4.18,S,S,S,S,S,energy after landing,0.998694565384,0,0.901611242,0.346163505,ideal no-slip/no-flight constraint result
2.0,4.19,S,S,S,S,S,energy after landing,1.000249536067,0,0.901618679,0.346576718,ideal no-slip/no-flight constraint result
2.0,4.20,S,S,S,S,S,energy after landing,1.001800195363,0,0.901626041,0.346989712,ideal no-slip/no-flight constraint result
2.0,4.21,S,S,S,S,S,energy after landing,1.003346541941,0,0.901633549,0.347402488,ideal no-slip/no-flight constraint result
2.0,4.22,S,S,S,S,S,energy after landing,1.004888574469,0,0.901640756,0.347815046,ideal no-slip/no-flight constraint result
2.0,4.23,S,S,S,S,S,energy after landing,1.006426291618,0,0.901647997,0.348226847,ideal no-slip/no-flight constraint result
2.0,4.24,S,S,S,S,S,energy after landing,1.007959692062,0,0.901655213,0.348639002,ideal no-slip/no-flight constraint result
2.0,4.25,S,S,S,S,S,energy after landing,1.009488774475,0,0.901662358,0.349051331,ideal no-slip/no-flight constraint result
2.0,4.26,S,S,S,S,S,energy after landing,1.011013537533,0,0.901669239,0.349463445,ideal no-slip/no-flight constraint result
2.0,4.27,S,S,S,S,S,energy after landing,1.012533979915,0,0.901676148,0.349875345,ideal no-slip/no-flight constraint result
2.0,4.28,S,S,S,S,S,energy after landing,1.014050100301,0,0.901682937,0.350287031,ideal no-slip/no-flight constraint result
2.0,4.29,S,S,S,S,S,energy after landing,1.015561897373,0,0.901689422,0.350698503,ideal no-slip/no-flight constraint result
2.0,4.30,S,S,S,S,S,energy after landing,1.017069369814,0,0.901695876,0.351109763,ideal no-slip/no-flight constraint result
2.0,4.31,S,S,S,S,S,energy after landing,1.018572516311,0,0.901702241,0.351520810,ideal no-slip/no-flight constraint result
2.0,4.32,S,S,S,S,S,energy after landing,1.020071335551,0,0.901708182,0.351931646,ideal no-slip/no-flight constraint result
2.0,4.33,S,S,S,S,S,energy after landing,1.021565826223,0,0.901714034,0.352342271,ideal no-slip/no-flight constraint result
2.0,4.34,S,S,S,S,S,energy after landing,1.023055987018,0,0.901719774,0.352752685,ideal no-slip/no-flight constraint result
2.0,4.35,S,S,S,S,S,energy after landing,1.024541816630,0,0.901725188,0.353162303,ideal no-slip/no-flight constraint result
2.0,4.36,S,S,S,S,S,energy after landing,1.026023313753,0,0.901730330,0.353572710,ideal no-slip/no-flight constraint result
2.0,4.37,S,S,S,S,S,energy after landing,1.027500477085,0,0.901735169,0.353982908,ideal no-slip/no-flight constraint result
2.0,4.38,S,S,S,S,S,energy after landing,1.028973305324,0,0.901739820,0.354392898,ideal no-slip/no-flight constraint result
